step,kind,objective,main_gold,main_neg,neg_gold,neg_neg,rank,main_ok,neg_ok,lr,elapsed_min,cumulative_elapsed_min,group_qas,group_main_rate,group_neg_rate
10051,example,0.046387,0.02771,0.0,0.0,0.0,0.0,True,False,3.471570552350658e-05,213.4159,465.8449,,,
10052,example,0.546875,0.511719,0.0,0.0,0.0,0.0,True,False,3.471302872324722e-05,213.4243,465.8532,,,
10053,example,19.125,1.875,0.0,0.0,0.0,0.0,True,False,3.471035179489176e-05,213.4329,465.8618,,,
10054,group,0.451172,0.451172,0.0,0.0,0.0,0.0,True,False,3.470767473847741e-05,213.5429,465.9718,4,1.0,0.0
10055,example,0.007507,0.002945,0.0,0.0,0.0,0.0,True,False,3.47049975540414e-05,213.5601,465.989,,,
10056,group,0.796875,0.796875,0.0,0.0,0.0,0.0,True,False,3.470232024162094e-05,213.6714,466.1003,4,1.0,0.0
10057,example,11.0,0.640625,0.0,0.0,0.0,0.0,True,False,3.469964280125327e-05,213.6899,466.1188,,,
10058,example,0.201172,0.804688,0.0,0.0,0.0,0.0,True,False,3.469696523297561e-05,213.6997,466.1286,,,
10059,example,0.255859,1.023438,0.0,0.0,0.0,0.0,True,False,3.469428753682519e-05,213.7084,466.1374,,,
10060,example,0.066895,0.056885,0.0,0.0,0.0,0.0,True,False,3.469160971283924e-05,213.7158,466.1447,,,
10061,example,0.010376,0.001129,0.0,0.0,0.0,0.0,True,False,3.4688931761054994e-05,213.724,466.153,,,
10062,example,10.4375,1.601562,0.0,0.0,0.0,0.0,True,False,3.4686253681509684e-05,213.7329,466.1619,,,
10063,example,0.038086,0.028809,0.0,0.0,0.0,0.0,True,False,3.468357547424053e-05,213.7415,466.1705,,,
10064,example,0.777344,0.398438,0.0,0.0,0.0,0.0,True,False,3.4680897139284804e-05,213.7499,466.1788,,,
10065,example,0.005402,0.00193,0.0,0.0,0.0,0.0,True,False,3.467821867667972e-05,213.7579,466.1869,,,
10066,example,0.010864,0.004303,0.0,0.0,0.0,0.0,True,False,3.467554008646252e-05,213.7668,466.1957,,,
10067,example,18.625,2.59375,0.0,0.0,0.0,0.0,True,False,3.467286136867046e-05,213.7752,466.2041,,,
10068,example,0.632812,0.423828,0.0,0.0,0.0,0.0,True,False,3.467018252334076e-05,213.7838,466.2127,,,
10069,group,0.098145,0.098145,0.0,0.0,0.0,0.0,True,False,3.4667503550510695e-05,213.9108,466.3397,4,1.0,0.0
10070,example,0.028564,0.012451,0.0,0.0,0.0,0.0,True,False,3.4664824450217486e-05,213.9303,466.3592,,,
10071,example,0.271484,0.038818,0.0,0.0,0.0,0.0,True,False,3.466214522249841e-05,213.941,466.3699,,,
10072,example,0.020996,0.014282,0.0,0.0,0.0,0.0,True,False,3.46594658673907e-05,213.9506,466.3796,,,
10073,example,0.220703,0.151367,0.0,0.0,0.0,0.0,True,False,3.465678638493161e-05,213.9614,466.3903,,,
10074,example,0.183594,0.734375,0.0,0.0,0.0,0.0,True,False,3.4654106775158394e-05,213.9733,466.4022,,,
10075,example,5.03125,0.851562,0.0,0.0,0.0,0.0,True,False,3.465142703810832e-05,213.9837,466.4127,,,
10076,example,0.040283,0.002869,0.0,0.0,0.0,0.0,True,False,3.464874717381864e-05,213.9955,466.4244,,,
10077,example,0.832031,0.824219,0.0,0.0,0.0,0.0,True,False,3.464606718232662e-05,214.0059,466.4348,,,
10078,example,0.25,0.237305,0.0,0.0,0.0,0.0,True,False,3.46433870636695e-05,214.0165,466.4455,,,
10079,example,0.294922,0.279297,0.0,0.0,0.0,0.0,True,False,3.464070681788457e-05,214.0283,466.4572,,,
10080,group,0.052002,0.052002,0.0,0.0,0.0,0.0,True,False,3.463802644500908e-05,214.1611,466.59,4,1.0,0.0
10081,example,0.068848,0.275391,0.0,0.0,0.0,0.0,True,False,3.4635345945080304e-05,214.1828,466.6117,,,
10082,example,0.151367,0.605469,0.0,0.0,0.0,0.0,True,False,3.4632665318135514e-05,214.197,466.6259,,,
10083,example,0.010864,0.00386,0.0,0.0,0.0,0.0,True,False,3.4629984564211975e-05,214.2072,466.6361,,,
10084,example,0.515625,0.351562,0.0,0.0,0.0,0.0,True,False,3.462730368334696e-05,214.2176,466.6465,,,
10085,group,0.124512,0.124512,0.0,0.0,0.0,0.0,True,False,3.4624622675577745e-05,214.3352,466.7641,4,1.0,0.0
10086,example,36.0,1.921875,0.0,0.0,0.0,0.0,True,False,3.462194154094161e-05,214.3542,466.7832,,,
10087,example,0.523438,0.503906,0.0,0.0,0.0,0.0,True,False,3.461926027947583e-05,214.3782,466.8072,,,
10088,example,0.036377,0.021729,0.0,0.0,0.0,0.0,True,False,3.461657889121768e-05,214.3906,466.8195,,,
10089,example,0.182617,0.730469,0.0,0.0,0.0,0.0,True,False,3.461389737620445e-05,214.3998,466.8287,,,
10090,example,0.585938,0.359375,0.0,0.0,0.0,0.0,True,False,3.461121573447341e-05,214.4095,466.8384,,,
10091,example,0.644531,0.361328,0.0,0.0,0.0,0.0,True,False,3.460853396606186e-05,214.4211,466.85,,,
10092,example,0.304688,0.188477,0.0,0.0,0.0,0.0,True,False,3.460585207100708e-05,214.4322,466.8611,,,
10093,example,0.161133,0.644531,0.0,0.0,0.0,0.0,True,False,3.4603170049346356e-05,214.4428,466.8718,,,
10094,example,0.601562,0.597656,0.0,0.0,0.0,0.0,True,False,3.4600487901116976e-05,214.4538,466.8827,,,
10095,example,0.157227,0.150391,0.0,0.0,0.0,0.0,True,False,3.459780562635625e-05,214.4895,466.9184,,,
10096,example,0.017578,0.070312,0.0,0.0,0.0,0.0,True,False,3.459512322510145e-05,214.5075,466.9364,,,
10097,example,0.012085,0.004517,0.0,0.0,0.0,0.0,True,False,3.459244069738989e-05,214.5172,466.9461,,,
10098,example,0.388672,0.34375,0.0,0.0,0.0,0.0,True,False,3.458975804325885e-05,214.5286,466.9576,,,
10099,example,0.349609,0.174805,0.0,0.0,0.0,0.0,True,False,3.4587075262745634e-05,214.5414,466.9704,,,
10100,example,2.28125,1.492188,0.0,0.0,0.0,0.0,True,False,3.458439235588755e-05,214.5527,466.9816,,,
10101,group,0.894531,0.894531,0.0,0.0,0.0,0.0,True,False,3.4581709322721903e-05,214.6751,467.1041,4,1.0,0.0
10102,group,0.09375,0.09375,0.0,0.0,0.0,0.0,True,False,3.4579026163285983e-05,214.7994,467.2284,4,1.0,0.0
10103,example,0.049072,0.043945,0.0,0.0,0.0,0.0,True,False,3.45763428776171e-05,214.8161,467.245,,,
10104,group,2.640625,2.640625,0.0,0.0,0.0,0.0,True,False,3.457365946575257e-05,214.9408,467.3697,4,1.0,0.0
10105,example,2.671875,0.392578,0.0,0.0,0.0,0.0,True,False,3.45709759277297e-05,214.9584,467.3873,,,
10106,example,0.036865,0.147461,0.0,0.0,0.0,0.0,True,False,3.45682922635858e-05,214.9691,467.3981,,,
10107,example,0.110352,0.031982,0.0,0.0,0.0,0.0,True,False,3.456560847335818e-05,214.978,467.407,,,
10108,example,0.014282,0.01062,0.0,0.0,0.0,0.0,True,False,3.456292455708416e-05,214.9869,467.4158,,,
10109,example,0.005859,0.001465,0.0,0.0,0.0,0.0,True,False,3.456024051480105e-05,214.9951,467.4241,,,
10110,example,0.275391,0.257812,0.0,0.0,0.0,0.0,True,False,3.455755634654618e-05,215.0041,467.4331,,,
10111,example,0.014282,0.003281,0.0,0.0,0.0,0.0,True,False,3.455487205235686e-05,215.0129,467.4419,,,
10112,example,0.5625,0.210938,0.0,0.0,0.0,0.0,True,False,3.4552187632270415e-05,215.0212,467.4502,,,
10113,example,0.769531,0.113281,0.0,0.0,0.0,0.0,True,False,3.454950308632417e-05,215.0298,467.4588,,,
10114,example,0.275391,0.269531,0.0,0.0,0.0,0.0,True,False,3.454681841455545e-05,215.0382,467.4671,,,
10115,example,0.141602,0.566406,0.0,0.0,0.0,0.0,True,False,3.454413361700157e-05,215.046,467.4749,,,
10116,example,0.5,0.359375,0.0,0.0,0.0,0.0,True,False,3.454144869369988e-05,215.0543,467.4833,,,
10117,example,0.636719,0.419922,0.0,0.0,0.0,0.0,True,False,3.4538763644687694e-05,215.0646,467.4935,,,
10118,example,1.03125,0.8125,0.0,0.0,0.0,0.0,True,False,3.4536078470002356e-05,215.0732,467.5022,,,
10119,group,0.078125,0.078125,0.0,0.0,0.0,0.0,True,False,3.45333931696812e-05,215.1823,467.6113,4,1.0,0.0
10120,example,0.102051,0.408203,0.0,0.0,0.0,0.0,True,False,3.453070774376154e-05,215.2028,467.6318,,,
10121,example,0.059082,0.027588,0.0,0.0,0.0,0.0,True,False,3.4528022192280754e-05,215.2117,467.6407,,,
10122,example,0.056396,0.008484,0.0,0.0,0.0,0.0,True,False,3.452533651527614e-05,215.2203,467.6493,,,
10123,example,0.003143,0.001396,0.0,0.0,0.0,0.0,True,False,3.452265071278506e-05,215.2283,467.6573,,,
10124,example,0.277344,1.109375,0.0,0.0,0.0,0.0,True,False,3.4519964784844855e-05,215.2369,467.6658,,,
10125,example,0.228516,0.209961,0.0,0.0,0.0,0.0,True,False,3.451727873149287e-05,215.2455,467.6745,,,
10126,group,0.094727,0.094727,0.0,0.0,0.0,0.0,True,False,3.451459255276645e-05,215.3592,467.7882,4,1.0,0.0
10127,group,0.157227,0.157227,0.0,0.0,0.0,0.0,True,False,3.451190624870294e-05,215.4333,467.8623,4,1.0,0.0
10128,group,0.326172,0.326172,0.0,0.0,0.0,0.0,True,False,3.450921981933969e-05,215.5678,467.9968,4,1.0,0.0
10129,example,0.026733,0.018921,0.0,0.0,0.0,0.0,True,False,3.450653326471406e-05,215.5864,468.0153,,,
10130,example,0.015076,0.060303,0.0,0.0,0.0,0.0,True,False,3.45038465848634e-05,215.5958,468.0247,,,
10131,example,0.1875,0.123047,0.0,0.0,0.0,0.0,True,False,3.450115977982506e-05,215.6064,468.0354,,,
10132,group,2.5625,2.5625,0.0,0.0,0.0,0.0,True,False,3.44984728496364e-05,215.7325,468.1614,4,1.0,0.0
10133,example,0.375,0.245117,0.0,0.0,0.0,0.0,True,False,3.4495785794334774e-05,215.7499,468.1788,,,
10134,example,0.28125,1.125,0.0,0.0,0.0,0.0,True,False,3.4493098613957545e-05,215.7592,468.1881,,,
10135,example,0.236328,0.228516,0.0,0.0,0.0,0.0,True,False,3.4490411308542086e-05,215.7686,468.1975,,,
10136,example,0.089844,0.359375,0.0,0.0,0.0,0.0,True,False,3.448772387812574e-05,215.7774,468.2064,,,
10137,example,1.6875,0.332031,0.0,0.0,0.0,0.0,True,False,3.448503632274589e-05,215.7866,468.2155,,,
10138,example,0.162109,0.095215,0.0,0.0,0.0,0.0,True,False,3.448234864243989e-05,215.7952,468.2241,,,
10139,example,3.59375,0.777344,0.0,0.0,0.0,0.0,True,False,3.447966083724512e-05,215.8025,468.2314,,,
10140,example,0.075195,0.300781,0.0,0.0,0.0,0.0,True,False,3.447697290719896e-05,215.8116,468.2405,,,
10141,example,0.010498,0.006134,0.0,0.0,0.0,0.0,True,False,3.447428485233875e-05,215.8202,468.2491,,,
10142,example,5.5625,0.875,0.0,0.0,0.0,0.0,True,False,3.447159667270189e-05,215.8288,468.2578,,,
10143,example,0.048828,0.038818,0.0,0.0,0.0,0.0,True,False,3.446890836832576e-05,215.8369,468.2658,,,
10144,example,0.062988,0.062256,0.0,0.0,0.0,0.0,True,False,3.446621993924771e-05,215.845,468.2739,,,
10145,example,0.061035,0.05127,0.0,0.0,0.0,0.0,True,False,3.446353138550514e-05,215.8535,468.2825,,,
10146,example,0.75,0.695312,0.0,0.0,0.0,0.0,True,False,3.446084270713543e-05,215.8622,468.2911,,,
10147,example,0.123535,0.04248,0.0,0.0,0.0,0.0,True,False,3.445815390417596e-05,215.8697,468.2986,,,
10148,example,0.15918,0.636719,0.0,0.0,0.0,0.0,True,False,3.445546497666412e-05,215.8783,468.3072,,,
10149,example,0.601562,2.40625,0.0,0.0,0.0,0.0,True,False,3.445277592463728e-05,215.8869,468.3159,,,
10150,example,0.277344,1.109375,0.0,0.0,0.0,0.0,True,False,3.4450086748132844e-05,215.8953,468.3242,,,
10151,example,0.410156,0.269531,0.0,0.0,0.0,0.0,True,False,3.4447397447188195e-05,215.9038,468.3328,,,
10152,group,0.244141,0.244141,0.0,0.0,0.0,0.0,True,False,3.4444708021840725e-05,215.986,468.4149,4,1.0,0.0
10153,example,0.028564,0.022705,0.0,0.0,0.0,0.0,True,False,3.444201847212784e-05,216.008,468.4369,,,
10154,example,9.125,0.882812,0.0,0.0,0.0,0.0,True,False,3.4439328798086915e-05,216.0222,468.4512,,,
10155,example,0.285156,0.19043,0.0,0.0,0.0,0.0,True,False,3.443663899975535e-05,216.0439,468.4728,,,
10156,example,0.232422,0.228516,0.0,0.0,0.0,0.0,True,False,3.443394907717055e-05,216.0559,468.4848,,,
10157,example,0.010742,0.00473,0.0,0.0,0.0,0.0,True,False,3.443125903036991e-05,216.0734,468.5023,,,
10158,example,0.15918,0.150391,0.0,0.0,0.0,0.0,True,False,3.442856885939084e-05,216.0858,468.5148,,,
10159,example,0.068359,0.06543,0.0,0.0,0.0,0.0,True,False,3.442587856427074e-05,216.0999,468.5289,,,
10160,group,16.75,16.75,0.0,0.0,0.0,0.0,True,False,3.442318814504702e-05,216.1855,468.6145,4,1.0,0.0
10161,example,0.197266,0.174805,0.0,0.0,0.0,0.0,True,False,3.442049760175708e-05,216.2221,468.651,,,
10162,example,5.25,0.835938,0.0,0.0,0.0,0.0,True,False,3.441780693443832e-05,216.2364,468.6653,,,
10163,example,0.008423,0.005066,0.0,0.0,0.0,0.0,True,False,3.441511614312817e-05,216.2519,468.6808,,,
10164,example,0.007935,0.001854,0.0,0.0,0.0,0.0,True,False,3.441242522786403e-05,216.2667,468.6957,,,
10165,example,5.3125,0.582031,0.0,0.0,0.0,0.0,True,False,3.440973418868332e-05,216.2842,468.7131,,,
10166,example,0.275391,0.261719,0.0,0.0,0.0,0.0,True,False,3.440704302562345e-05,216.3014,468.7303,,,
10167,example,0.142578,0.140625,0.0,0.0,0.0,0.0,True,False,3.440435173872183e-05,216.334,468.7629,,,
10168,example,0.347656,0.330078,0.0,0.0,0.0,0.0,True,False,3.4401660328015904e-05,216.3423,468.7712,,,
10169,group,0.396484,0.396484,0.0,0.0,0.0,0.0,True,False,3.4398968793543074e-05,216.4526,468.8815,4,1.0,0.0
10170,group,0.111816,0.111816,0.0,0.0,0.0,0.0,True,False,3.4396277135340766e-05,216.54,468.9689,4,1.0,0.0
10171,example,0.195312,0.78125,0.0,0.0,0.0,0.0,True,False,3.4393585353446406e-05,216.5597,468.9887,,,
10172,example,0.009705,0.003143,0.0,0.0,0.0,0.0,True,False,3.439089344789742e-05,216.5691,468.998,,,
10173,example,0.206055,0.18457,0.0,0.0,0.0,0.0,True,False,3.4388201418731225e-05,216.5801,469.009,,,
10174,group,0.205078,0.205078,0.0,0.0,0.0,0.0,True,False,3.438550926598527e-05,216.6436,469.0725,4,1.0,0.0
10175,example,0.008423,0.003845,0.0,0.0,0.0,0.0,True,False,3.438281698969697e-05,216.6622,469.0911,,,
10176,example,0.062988,0.251953,0.0,0.0,0.0,0.0,True,False,3.438012458990376e-05,216.6716,469.1005,,,
10177,example,0.016113,0.006744,0.0,0.0,0.0,0.0,True,False,3.437743206664309e-05,216.6805,469.1094,,,
10178,example,0.09375,0.083008,0.0,0.0,0.0,0.0,True,False,3.437473941995237e-05,216.689,469.1179,,,
10179,example,4.5,0.742188,0.0,0.0,0.0,0.0,True,False,3.437204664986906e-05,216.6976,469.1265,,,
10180,group,1.0625,1.0625,0.0,0.0,0.0,0.0,True,False,3.436935375643059e-05,216.8137,469.2427,4,1.0,0.0
10181,group,0.308594,0.308594,0.0,0.0,0.0,0.0,True,False,3.4366660739674416e-05,216.8864,469.3154,4,1.0,0.0
10182,example,0.238281,0.15332,0.0,0.0,0.0,0.0,True,False,3.436396759963796e-05,216.9091,469.338,,,
10183,example,0.154297,0.051758,0.0,0.0,0.0,0.0,True,False,3.436127433635868e-05,216.9182,469.3471,,,
10184,example,0.445312,0.441406,0.0,0.0,0.0,0.0,True,False,3.4358580949874015e-05,216.926,469.3549,,,
10185,example,8.5,1.320312,0.0,0.0,0.0,0.0,True,False,3.435588744022141e-05,216.9343,469.3633,,,
10186,group,3.265625,3.265625,0.0,0.0,0.0,0.0,True,False,3.435319380743833e-05,217.0433,469.4722,4,1.0,0.0
10187,example,0.010742,0.007568,0.0,0.0,0.0,0.0,True,False,3.435050005156222e-05,217.0613,469.4903,,,
10188,example,0.097656,0.390625,0.0,0.0,0.0,0.0,True,False,3.434780617263053e-05,217.0744,469.5033,,,
10189,example,1.25,0.601562,0.0,0.0,0.0,0.0,True,False,3.4345112170680714e-05,217.0843,469.5133,,,
10190,example,0.149414,0.101074,0.0,0.0,0.0,0.0,True,False,3.4342418045750236e-05,217.0921,469.5211,,,
10191,example,0.789062,0.539062,0.0,0.0,0.0,0.0,True,False,3.433972379787655e-05,217.1008,469.5298,,,
10192,group,0.601562,0.601562,0.0,0.0,0.0,0.0,True,False,3.433702942709712e-05,217.2157,469.6446,4,1.0,0.0
10193,group,0.098633,0.098633,0.0,0.0,0.0,0.0,True,False,3.43343349334494e-05,217.2907,469.7197,4,1.0,0.0
10194,group,0.589844,0.589844,0.0,0.0,0.0,0.0,True,False,3.433164031697086e-05,217.3635,469.7924,4,1.0,0.0
10195,example,0.796875,0.083984,0.0,0.0,0.0,0.0,True,False,3.4328945577698966e-05,217.3813,469.8102,,,
10196,example,0.0177,0.004822,0.0,0.0,0.0,0.0,True,False,3.432625071567118e-05,217.3896,469.8186,,,
10197,example,0.136719,0.546875,0.0,0.0,0.0,0.0,True,False,3.4323555730924986e-05,217.3978,469.8267,,,
10198,example,0.382812,0.353516,0.0,0.0,0.0,0.0,True,False,3.432086062349783e-05,217.4068,469.8358,,,
10199,example,6.625,1.023438,0.0,0.0,0.0,0.0,True,False,3.43181653934272e-05,217.4159,469.8448,,,
10200,example,0.365234,0.351562,0.0,0.0,0.0,0.0,True,False,3.4315470040750564e-05,217.4246,469.8535,,,
10201,group,0.263672,0.263672,0.0,0.0,0.0,0.0,True,False,3.431277456550541e-05,217.4965,469.9254,4,1.0,0.0
10202,example,0.212891,0.208984,0.0,0.0,0.0,0.0,True,False,3.431007896772919e-05,217.5152,469.9441,,,
10203,example,1.09375,0.980469,0.0,0.0,0.0,0.0,True,False,3.4307383247459405e-05,217.5243,469.9533,,,
10204,example,0.020996,0.00885,0.0,0.0,0.0,0.0,True,False,3.430468740473353e-05,217.534,469.9629,,,
10205,example,0.478516,0.05249,0.0,0.0,0.0,0.0,True,False,3.430199143958905e-05,217.5473,469.9762,,,
10206,example,1.171875,0.996094,0.0,0.0,0.0,0.0,True,False,3.429929535206345e-05,217.5761,470.0051,,,
10207,group,0.196289,0.196289,0.0,0.0,0.0,0.0,True,False,3.42965991421942e-05,217.6818,470.1107,4,1.0,0.0
10208,example,0.170898,0.683594,0.0,0.0,0.0,0.0,True,False,3.4293902810018806e-05,217.6995,470.1285,,,
10209,example,0.016602,0.009033,0.0,0.0,0.0,0.0,True,False,3.4291206355574746e-05,217.7089,470.1378,,,
10210,example,0.014771,0.006531,0.0,0.0,0.0,0.0,True,False,3.428850977889952e-05,217.7172,470.1462,,,
10211,example,1.125,0.621094,0.0,0.0,0.0,0.0,True,False,3.4285813080030626e-05,217.7253,470.1543,,,
10212,example,0.016235,0.011047,0.0,0.0,0.0,0.0,True,False,3.428311625900553e-05,217.7334,470.1624,,,
10213,example,5.1875,0.835938,0.0,0.0,0.0,0.0,True,False,3.428041931586176e-05,217.7418,470.1707,,,
10214,group,5.125,5.125,0.0,0.0,0.0,0.0,True,False,3.42777222506368e-05,217.8593,470.2882,4,1.0,0.0
10215,group,0.617188,0.617188,0.0,0.0,0.0,0.0,True,False,3.427502506336815e-05,217.9858,470.4147,4,1.0,0.0
10216,example,0.05249,0.209961,0.0,0.0,0.0,0.0,True,False,3.427232775409331e-05,218.0048,470.4338,,,
10217,example,0.044922,0.027466,0.0,0.0,0.0,0.0,True,False,3.426963032284978e-05,218.0137,470.4426,,,
10218,example,0.150391,0.118164,0.0,0.0,0.0,0.0,True,False,3.426693276967507e-05,218.0222,470.4512,,,
10219,example,0.034668,0.028442,0.0,0.0,0.0,0.0,True,False,3.426423509460668e-05,218.0306,470.4596,,,
10220,example,0.447266,0.441406,0.0,0.0,0.0,0.0,True,False,3.426153729768213e-05,218.0393,470.4682,,,
10221,group,2.96875,2.96875,0.0,0.0,0.0,0.0,True,False,3.425883937893892e-05,218.1495,470.5785,4,1.0,0.0
10222,group,0.104492,0.104492,0.0,0.0,0.0,0.0,True,False,3.425614133841457e-05,218.2366,470.6655,4,1.0,0.0
10223,example,0.337891,0.220703,0.0,0.0,0.0,0.0,True,False,3.425344317614658e-05,218.2565,470.6854,,,
10224,group,0.089355,0.089355,0.0,0.0,0.0,0.0,True,False,3.425074489217248e-05,218.3295,470.7584,4,1.0,0.0
10225,group,0.241211,0.241211,0.0,0.0,0.0,0.0,True,False,3.424804648652976e-05,218.4167,470.8456,4,1.0,0.0
10226,group,1.289062,1.289062,0.0,0.0,0.0,0.0,True,False,3.424534795925597e-05,218.572,471.0009,4,1.0,0.0
10227,example,0.157227,0.628906,0.0,0.0,0.0,0.0,True,False,3.4242649310388614e-05,218.596,471.025,,,
10228,example,0.049316,0.197266,0.0,0.0,0.0,0.0,True,False,3.4239950539965215e-05,218.6186,471.0475,,,
10229,example,0.453125,0.435547,0.0,0.0,0.0,0.0,True,False,3.42372516480233e-05,218.6289,471.0579,,,
10230,example,3.4375,0.472656,0.0,0.0,0.0,0.0,True,False,3.4234552634600385e-05,218.6447,471.0736,,,
10231,example,0.056396,0.050537,0.0,0.0,0.0,0.0,True,False,3.4231853499734e-05,218.6856,471.1145,,,
10232,group,2.1875,2.1875,0.0,0.0,0.0,0.0,True,False,3.422915424346168e-05,218.751,471.1799,4,1.0,0.0
10233,example,0.066406,0.012329,0.0,0.0,0.0,0.0,True,False,3.422645486582095e-05,218.7693,471.1982,,,
10234,example,0.380859,0.355469,0.0,0.0,0.0,0.0,True,False,3.422375536684933e-05,218.7802,471.2092,,,
10235,example,0.122559,0.490234,0.0,0.0,0.0,0.0,True,False,3.422105574658438e-05,218.7951,471.224,,,
10236,example,0.015259,0.004547,0.0,0.0,0.0,0.0,True,False,3.4218356005063614e-05,218.805,471.2339,,,
10237,example,0.232422,0.186523,0.0,0.0,0.0,0.0,True,False,3.421565614232457e-05,218.8128,471.2417,,,
10238,group,3.4375,3.4375,0.0,0.0,0.0,0.0,True,False,3.4212956158404796e-05,218.8763,471.3052,4,1.0,0.0
10239,example,0.213867,0.198242,0.0,0.0,0.0,0.0,True,False,3.421025605334182e-05,218.9015,471.3304,,,
10240,example,0.0625,0.055176,0.0,0.0,0.0,0.0,True,False,3.42075558271732e-05,218.9104,471.3393,,,
10241,example,0.196289,0.189453,0.0,0.0,0.0,0.0,True,False,3.420485547993647e-05,218.9187,471.3476,,,
10242,example,3.4375,0.769531,0.0,0.0,0.0,0.0,True,False,3.4202155011669166e-05,218.9306,471.3595,,,
10243,example,0.396484,0.394531,0.0,0.0,0.0,0.0,True,False,3.4199454422408843e-05,218.9392,471.3681,,,
10244,group,0.375,0.375,0.0,0.0,0.0,0.0,True,False,3.4196753712193057e-05,219.0585,471.4874,4,1.0,0.0
10245,example,0.177734,0.710938,0.0,0.0,0.0,0.0,True,False,3.419405288105936e-05,219.0771,471.506,,,
10246,example,2.296875,0.143555,0.0,0.0,0.0,0.0,True,False,3.4191351929045285e-05,219.086,471.515,,,
10247,example,0.117188,0.46875,0.0,0.0,0.0,0.0,True,False,3.4188650856188394e-05,219.0941,471.523,,,
10248,example,0.929688,0.257812,0.0,0.0,0.0,0.0,True,False,3.418594966252624e-05,219.1027,471.5317,,,
10249,group,4.5625,4.5625,0.0,0.0,0.0,0.0,True,False,3.418324834809639e-05,219.1648,471.5938,4,1.0,0.0
10250,example,0.402344,0.388672,0.0,0.0,0.0,0.0,True,False,3.4180546912936395e-05,219.1835,471.6124,,,
10251,group,2.09375,2.09375,0.0,0.0,0.0,0.0,True,False,3.4177845357083815e-05,223.5021,475.9311,4,1.0,0.0
10252,group,12.9375,12.9375,0.0,0.0,0.0,0.0,True,False,3.4175143680576216e-05,223.6375,476.0664,4,1.0,0.0
10253,group,0.347656,0.347656,0.0,0.0,0.0,0.0,True,False,3.4172441883451167e-05,223.7775,476.2065,4,1.0,0.0
10254,example,0.169922,0.679688,0.0,0.0,0.0,0.0,True,False,3.4169739965746206e-05,223.8181,476.247,,,
10255,example,0.040039,0.013245,0.0,0.0,0.0,0.0,True,False,3.416703792749894e-05,223.8276,476.2565,,,
10256,example,0.005859,0.002274,0.0,0.0,0.0,0.0,True,False,3.4164335768746906e-05,223.8551,476.284,,,
10257,example,0.018188,0.007111,0.0,0.0,0.0,0.0,True,False,3.416163348952768e-05,223.8643,476.2933,,,
10258,example,0.035645,0.142578,0.0,0.0,0.0,0.0,True,False,3.415893108987885e-05,223.8783,476.3073,,,
10259,example,0.072266,0.046387,0.0,0.0,0.0,0.0,True,False,3.415622856983797e-05,223.887,476.316,,,
10260,example,0.082031,0.078125,0.0,0.0,0.0,0.0,True,False,3.415352592944263e-05,223.8963,476.3253,,,
10261,example,0.445312,0.423828,0.0,0.0,0.0,0.0,True,False,3.41508231687304e-05,223.9172,476.3461,,,
10262,example,0.039062,0.025513,0.0,0.0,0.0,0.0,True,False,3.414812028773886e-05,223.9255,476.3544,,,
10263,group,0.032715,0.032715,0.0,0.0,0.0,0.0,True,False,3.414541728650559e-05,224.0538,476.4827,4,1.0,0.0
10264,example,0.410156,1.640625,0.0,0.0,0.0,0.0,True,False,3.414271416506817e-05,224.0801,476.5091,,,
10265,example,3.375,2.21875,0.0,0.0,0.0,0.0,True,False,3.414001092346418e-05,224.0955,476.5244,,,
10266,example,0.339844,0.306641,0.0,0.0,0.0,0.0,True,False,3.413730756173122e-05,224.1181,476.5471,,,
10267,example,0.103516,0.097168,0.0,0.0,0.0,0.0,True,False,3.413460407990685e-05,224.1273,476.5563,,,
10268,example,0.03833,0.026733,0.0,0.0,0.0,0.0,True,False,3.41319004780287e-05,224.1385,476.5675,,,
10269,example,0.287109,0.245117,0.0,0.0,0.0,0.0,True,False,3.4129196756134326e-05,224.1508,476.5797,,,
10270,example,0.178711,0.714844,0.0,0.0,0.0,0.0,True,False,3.4126492914261326e-05,224.1654,476.5943,,,
10271,group,0.205078,0.205078,0.0,0.0,0.0,0.0,True,False,3.41237889524473e-05,224.2785,476.7075,4,1.0,0.0
10272,example,0.597656,0.345703,0.0,0.0,0.0,0.0,True,False,3.412108487072984e-05,224.2963,476.7252,,,
10273,example,0.085938,0.34375,0.0,0.0,0.0,0.0,True,False,3.411838066914655e-05,224.3054,476.7343,,,
10274,group,8.375,8.375,0.0,0.0,0.0,0.0,True,False,3.411567634773503e-05,224.4031,476.8321,4,1.0,0.0
10275,example,0.141602,0.084473,0.0,0.0,0.0,0.0,True,False,3.411297190653286e-05,224.4216,476.8506,,,
10276,example,0.125977,0.503906,0.0,0.0,0.0,0.0,True,False,3.411026734557766e-05,224.459,476.8879,,,
10277,example,0.055664,0.031738,0.0,0.0,0.0,0.0,True,False,3.4107562664907035e-05,224.468,476.897,,,
10278,example,0.011841,0.007996,0.0,0.0,0.0,0.0,True,False,3.410485786455858e-05,224.4935,476.9224,,,
10279,example,0.214844,0.859375,0.0,0.0,0.0,0.0,True,False,3.410215294456991e-05,224.5222,476.9511,,,
10280,example,0.261719,0.170898,0.0,0.0,0.0,0.0,True,False,3.409944790497863e-05,224.533,476.9619,,,
